,price,brand,model,year,title_status,mileage,color,state,country
415,125,ford,door,2014,salvage insurance,56461.0,silver,michigan, usa
416,3960,honda,door,2015,clean vehicle,95128.0,white,virginia, usa
417,5998,hyundai,doors,2014,clean vehicle,122975.0,phantom black,new york, usa
418,3700,honda,doors,2014,clean vehicle,162824.0,blue,new york, usa
422,5000,gmc,door,2012,clean vehicle,140339.0,black,utah, usa
423,15050,infiniti,mpv,2019,clean vehicle,26786.0,white,texas, usa
424,3960,hyundai,doors,2019,clean vehicle,35623.0,red,ohio, usa
425,36300,lincoln,nautilus,2019,clean vehicle,14541.0,black,california, usa
426,55600,lexus,gx,2020,clean vehicle,8186.0,silver,florida, usa
427,2630,nissan,doors,2018,clean vehicle,36739.0,gray,california, usa
428,5690,nissan,mpv,2017,clean vehicle,42616.0,blue,new jersey, usa
429,19500,audi,q5,2017,clean vehicle,65833.0,blue,texas, usa
430,450,chevrolet,coupe,2008,salvage insurance,123515.0,yellow,minnesota, usa
431,20400,cadillac,door,2015,clean vehicle,36122.0,white,wisconsin, usa
432,4320,chevrolet,door,2011,clean vehicle,88359.0,brown,florida, usa
433,33001,ford,f-150,2017,clean vehicle,35905.0,gray,michigan, usa
434,10000,ford,door,2017,salvage insurance,35747.0,red,arkansas, usa
436,5790,gmc,door,2012,clean vehicle,105020.0,white,utah, usa
437,14750,infiniti,mpv,2019,clean vehicle,11047.0,black,texas, usa
438,4010,hyundai,doors,2019,clean vehicle,31233.0,silver,ohio, usa
439,40000,mercedes-benz,gle,2019,clean vehicle,19427.0,white,california, usa
440,13000,kia,sportage,2017,clean vehicle,71991.0,silver,new jersey, usa
441,3550,nissan,doors,2018,clean vehicle,29043.0,blue,california, usa
442,3040,nissan,doors,2017,clean vehicle,36064.0,gray,new jersey, usa
444,36400,audi,5,2015,clean vehicle,47213.0,black,wisconsin, usa
445,4480,ford,door,2011,clean vehicle,116480.0,black,florida, usa
446,31003,ford,door,2017,clean vehicle,72084.0,red,michigan, usa
447,75,ford,pickup,2001,salvage insurance,295780.0,gold,arkansas, usa
448,8850,gmc,door,2011,clean vehicle,148035.0,white,utah, usa
449,14750,infiniti,mpv,2019,clean vehicle,11396.0,white,texas, usa
450,4690,hyundai,mpv,2019,clean vehicle,33785.0,silver,ohio, usa
451,23000,land,sport,2018,clean vehicle,20103.0,black,california, usa
452,46900,land,discovery,2018,clean vehicle,32387.0,black,florida, usa
453,10740,mercedes-benz,doors,2018,clean vehicle,48140.0,white,california, usa
454,3160,nissan,doors,2017,clean vehicle,34861.0,gray,new jersey, usa
456,3450,chrysler,door,2011,clean vehicle,114119.0,gold,florida, usa
457,27102,ford,f-150,2017,clean vehicle,34165.0,red,michigan, usa
458,500,gmc,door,2018,salvage insurance,27442.0,black,arkansas, usa
459,5100,gmc,door,2011,clean vehicle,144792.0,white,utah, usa
460,15010,infiniti,mpv,2019,clean vehicle,11394.0,beige,texas, usa
461,5800,jeep,mpv,2019,clean vehicle,30546.0,silver,ohio, usa
462,23200,land,sport,2018,clean vehicle,23745.0,black,california, usa
463,8000,hyundai,door,2015,clean vehicle,88274.0,red,pennsylvania, usa
464,3390,nissan,doors,2018,clean vehicle,38349.0,gray,california, usa
465,3140,nissan,doors,2017,clean vehicle,30142.0,white,new jersey, usa
466,25,chevrolet,door,2007,salvage insurance,267834.0,black,texas, usa
467,15000,bmw,door,2014,clean vehicle,44730.0,silver,illinois, usa
468,10440,chevrolet,cab,2011,clean vehicle,92476.0,blue,florida, usa
469,23911,ford,f-150,2017,clean vehicle,25698.0,black,michigan, usa
470,25,ford,pk,2010,salvage insurance,155242.0,gray,oklahoma, usa
471,21400,gmc,acadia,2018,clean vehicle,54332.0,gray,new jersey, usa
472,5380,gmc,cab,2011,clean vehicle,119215.0,white,utah, usa
473,11000,jeep,mpv,2019,clean vehicle,8930.0,red,michigan, usa
474,4950,jeep,mpv,2019,clean vehicle,46985.0,silver,ohio, usa
475,22500,land,sport,2018,clean vehicle,30220.0,black,california, usa
476,30300,maserati,ghibli,2017,clean vehicle,37021.0,black,florida, usa
477,2630,nissan,doors,2018,clean vehicle,43152.0,white,california, usa
478,3140,nissan,doors,2017,clean vehicle,34318.0,silver,new jersey, usa
479,2300,chevrolet,door,2011,salvage insurance,88287.0,white,arkansas, usa
480,4310,chevrolet,door,2011,clean vehicle,105486.0,black,florida, usa
481,26012,ford,door,2017,clean vehicle,19850.0,black,michigan, usa
482,75,ford,door,2014,salvage insurance,116535.0,silver,oklahoma, usa
483,48500,gmc,1500,2019,clean vehicle,15777.0,black,pennsylvania, usa
484,3330,gmc,mpv,2009,clean vehicle,87448.0,white,utah, usa
485,11200,jeep,mpv,2019,clean vehicle,8395.0,yellow,michigan, usa
486,4730,hyundai,mpv,2019,clean vehicle,30121.0,red,ohio, usa
487,24900,mercedes-benz,glc,2018,clean vehicle,33687.0,white,california, usa
488,29400,mercedes-benz,e-class,2017,clean vehicle,37561.0,blue,florida, usa
489,8350,nissan,cab,2018,clean vehicle,32256.0,gray,california, usa
490,475,peterbilt,truck,2012,salvage insurance,902041.0,gold,florida, usa
491,3210,nissan,doors,2017,clean vehicle,25255.0,black,new jersey, usa
492,25,chevrolet,van,2006,salvage insurance,165327.0,white,arkansas, usa
493,4200,chevrolet,cutaway,2006,clean vehicle,118009.0,white,wisconsin, usa
494,8430,chevrolet,utility,2011,clean vehicle,114547.0,black,florida, usa
495,25503,ford,f-150,2017,clean vehicle,18647.0,black,michigan, usa
497,26000,gmc,limited,2019,clean vehicle,16669.0,black,pennsylvania, usa
498,3900,honda,doors,2017,clean vehicle,47970.0,blue,virginia, usa
499,11200,jeep,mpv,2019,clean vehicle,12905.0,gray,michigan, usa
500,8610,jeep,mpv,2019,clean vehicle,22123.0,silver,ohio, usa
501,28000,mercedes-benz,gle,2018,clean vehicle,40780.0,white,california, usa
502,84900,mercedes-benz,sl-class,2017,clean vehicle,25302.0,silver,florida, usa
503,10840,lexus,mpv,2017,clean vehicle,36596.0,black,california, usa
504,100,peterbilt,truck,2012,salvage insurance,0.0,blue,florida, usa
505,11050,ram,door,2017,clean vehicle,30421.0,white,new jersey, usa
507,1000,chevrolet,door,2005,clean vehicle,135675.0,gray,wisconsin, usa
508,3570,dodge,door,2015,clean vehicle,17355.0,black,georgia, usa
509,25001,ford,door,2017,clean vehicle,27773.0,gray,michigan, usa
511,5630,gmc,mpv,2017,clean vehicle,58366.0,black,virginia, usa
512,11100,jeep,mpv,2019,clean vehicle,11229.0,white,michigan, usa
513,4650,hyundai,mpv,2019,clean vehicle,27492.0,white,ohio, usa
515,3820,nissan,mpv,2016,clean vehicle,41654.0,blue,california, usa
517,2900,nissan,doors,2017,clean vehicle,31954.0,gray,new jersey, usa
518,50,chevrolet,door,2008,salvage insurance,172102.0,blue,texas, usa
519,5100,chevrolet,pickup,2004,clean vehicle,173321.0,gray,wisconsin, usa
520,4700,dodge,door,2015,clean vehicle,93423.0,red,georgia, usa
521,29502,ford,f-150,2017,clean vehicle,14053.0,red,michigan, usa
523,6160,honda,door,2017,clean vehicle,25956.0,white,virginia, usa
524,10910,jeep,mpv,2019,clean vehicle,12253.0,red,michigan, usa
525,3440,hyundai,doors,2019,clean vehicle,34895.0,gray,ohio, usa
526,16000,mazda,cx-3,2016,clean vehicle,47753.0,gray,florida, usa
527,3810,kia,door,2016,clean vehicle,39408.0,black,california, usa
528,1025,peterbilt,truck,2010,salvage insurance,1017936.0,color:,georgia, usa
529,3020,nissan,doors,2017,clean vehicle,33599.0,white,new jersey, usa
531,2000,chevrolet,pickup,2003,clean vehicle,507985.0,red,wisconsin, usa
532,3870,ford,door,2010,clean vehicle,185983.0,white,florida, usa
533,24811,ford,door,2017,clean vehicle,28464.0,red,michigan, usa
534,75,ford,door,2007,salvage insurance,154989.0,blue,oklahoma, usa
535,5420,honda,doors,2017,clean vehicle,16702.0,black,virginia, usa
536,11100,jeep,mpv,2019,clean vehicle,11449.0,yellow,michigan, usa
537,4750,hyundai,mpv,2019,clean vehicle,25847.0,gray,ohio, usa
538,17900,mercedes-benz,door,2015,clean vehicle,49772.0,gray,florida, usa
539,3800,nissan,door,2015,clean vehicle,83915.0,black,california, usa
540,3160,nissan,doors,2017,clean vehicle,40306.0,silver,new jersey, usa
541,25,chevrolet,pickup,2010,salvage insurance,149189.0,white,colorado, usa
542,1200,chevrolet,door,2001,clean vehicle,149543.0,red,wisconsin, usa
543,6470,chevrolet,coupe,2010,clean vehicle,69622.0,yellow,florida, usa
544,26400,ford,door,2017,clean vehicle,36295.0,red,michigan, usa
546,32500,gmc,2500hd,2018,clean vehicle,14856.0,blue,pennsylvania, usa
547,6900,honda,mpv,2017,clean vehicle,44129.0,brown,minnesota, usa
548,11030,jeep,mpv,2019,clean vehicle,10861.0,yellow,michigan, usa
549,3460,hyundai,door,2012,clean vehicle,142106.0,white,mississippi, usa
550,18000,mercedes-benz,door,2015,clean vehicle,82411.0,black,florida, usa
551,3250,hyundai,door,2015,clean vehicle,111612.0,gray,california, usa
552,3210,nissan,doors,2017,clean vehicle,35251.0,gray,new jersey, usa
553,13200,chevrolet,door,2017,clean vehicle,50408.0,black,pennsylvania, usa
554,27705,ford,f-150,2019,clean vehicle,15630.0,gray,michigan, usa
555,7200,chevrolet,door,2017,clean vehicle,53273.0,black,pennsylvania, usa
556,28714,ford,f-150,2019,clean vehicle,14786.0,white,michigan, usa
557,11200,chevrolet,door,2017,clean vehicle,85315.0,white,pennsylvania, usa
558,27502,ford,f-150,2019,clean vehicle,16146.0,gray,michigan, usa
559,11900,chevrolet,door,2017,clean vehicle,76211.0,blue,pennsylvania, usa
560,29314,ford,f-150,2019,clean vehicle,15265.0,gray,michigan, usa
561,11200,chevrolet,door,2017,clean vehicle,79965.0,silver,pennsylvania, usa
562,27002,ford,f-150,2019,clean vehicle,16059.0,gray,michigan, usa
563,13200,chevrolet,door,2017,clean vehicle,62739.0,black,pennsylvania, usa
564,28214,ford,f-150,2019,clean vehicle,15569.0,white,michigan, usa
565,12700,chevrolet,door,2017,clean vehicle,58932.0,black,pennsylvania, usa
566,29900,ford,f-150,2019,clean vehicle,17488.0,white,michigan, usa
567,12700,chevrolet,door,2017,clean vehicle,60733.0,black,pennsylvania, usa
568,27202,ford,f-150,2019,clean vehicle,18550.0,red,michigan, usa
569,13500,chevrolet,impala,2018,clean vehicle,53194.0,white,new jersey, usa
570,27705,ford,f-150,2019,clean vehicle,17644.0,silver,michigan, usa
571,14700,chevrolet,van,2016,clean vehicle,34454.0,white,pennsylvania, usa
572,29900,ford,f-150,2019,clean vehicle,17684.0,white,michigan, usa
573,4500,chevrolet,door,2015,clean vehicle,83279.0,gray,pennsylvania, usa
574,27705,ford,f-150,2019,clean vehicle,16600.0,silver,michigan, usa
575,8000,chevrolet,door,2015,clean vehicle,107971.0,gray,pennsylvania, usa
576,25511,ford,f-150,2019,clean vehicle,17801.0,silver,michigan, usa
577,7700,chevrolet,colorado,2015,clean vehicle,94150.0,white,pennsylvania, usa
578,29900,ford,f-150,2019,clean vehicle,17159.0,silver,michigan, usa
579,7200,chevrolet,van,2015,clean vehicle,80711.0,white,pennsylvania, usa
580,27502,ford,f-150,2019,clean vehicle,17983.0,red,michigan, usa
581,4500,chevrolet,door,2013,clean vehicle,119981.0,white,pennsylvania, usa
582,27402,ford,f-150,2019,clean vehicle,17851.0,white,michigan, usa
583,1500,chevrolet,sonic,2013,clean vehicle,66079.0,black,pennsylvania, usa
584,26602,ford,f-150,2019,clean vehicle,18174.0,white,michigan, usa
585,10200,chevrolet,sonic,2019,clean vehicle,7654.0,black,illinois, usa
586,29900,ford,f-150,2019,clean vehicle,18759.0,black,michigan, usa
587,14000,chevrolet,colorado,2019,clean vehicle,11564.0,white,illinois, usa
588,28500,ford,f-150,2019,clean vehicle,18901.0,silver,michigan, usa
589,8000,chevrolet,door,2016,clean vehicle,86541.0,black,florida, usa
590,29809,ford,f-150,2019,clean vehicle,21157.0,silver,michigan, usa
591,36900,chevrolet,corvette,2015,clean vehicle,29937.0,black,florida, usa
592,26902,ford,f-150,2019,clean vehicle,23964.0,white,michigan, usa
593,10950,chevrolet,door,2015,clean vehicle,58504.0,red,florida, usa
594,27402,ford,f-150,2019,clean vehicle,20154.0,white,michigan, usa
595,16900,acura,mdx,2014,clean vehicle,63500.0,silver,florida, usa
596,25600,ford,f-150,2019,clean vehicle,23294.0,silver,michigan, usa
597,29700,bmw,series,2016,clean vehicle,24293.0,no_color,texas, usa
598,27702,ford,f-150,2019,clean vehicle,20343.0,red,michigan, usa
599,13500,buick,encore,2016,clean vehicle,19655.0,red,texas, usa
600,27102,ford,f-150,2019,clean vehicle,19100.0,white,michigan, usa
601,27102,ford,f-150,2019,clean vehicle,20014.0,white,michigan, usa
602,25811,ford,f-150,2019,clean vehicle,21774.0,black,michigan, usa
603,26602,ford,f-150,2019,clean vehicle,21201.0,white,michigan, usa
604,27102,ford,f-150,2019,clean vehicle,21766.0,white,michigan, usa
605,37500,buick,enclave,2019,clean vehicle,12406.0,gray,wisconsin, usa
606,26211,ford,flex,2019,clean vehicle,17977.0,blue,michigan, usa
607,24205,ford,flex,2019,clean vehicle,22805.0,silver,michigan, usa
608,37500,cadillac,xt5,2019,clean vehicle,16013.0,black,wisconsin, usa
609,27111,ford,flex,2019,clean vehicle,14382.0,black,michigan, usa
610,27411,ford,flex,2019,clean vehicle,9660.0,black,michigan, usa
611,27302,ford,flex,2019,clean vehicle,18969.0,black,michigan, usa
612,27202,ford,f-150,2019,clean vehicle,24730.0,gray,michigan, usa
613,26311,ford,flex,2019,clean vehicle,15847.0,red,michigan, usa
614,26602,ford,f-150,2019,clean vehicle,25009.0,white,michigan, usa
615,33500,bmw,series,2017,clean vehicle,22115.0,blue,wisconsin, usa
616,27511,ford,flex,2019,clean vehicle,11836.0,white,michigan, usa
617,21500,buick,door,2017,clean vehicle,23765.0,red,wisconsin, usa
618,27200,ford,f-150,2019,clean vehicle,25508.0,silver,michigan, usa
619,26511,ford,flex,2019,clean vehicle,18196.0,red,michigan, usa
620,24002,ford,flex,2019,clean vehicle,16106.0,gray,michigan, usa
621,21500,buick,door,2017,clean vehicle,14907.0,silver,wisconsin, usa
622,18511,ford,fusion,2019,clean vehicle,12735.0,gray,michigan, usa
623,14000,kia,sorento,2017,clean vehicle,53424.0,black,connecticut, usa
624,29000,buick,door,2017,clean vehicle,17940.0,green,illinois, usa
625,23402,ford,flex,2019,clean vehicle,17417.0,gray,michigan, usa
626,13300,kia,door,2017,clean vehicle,37125.0,no_color,connecticut, usa
627,19700,bmw,x3,2017,clean vehicle,61428.0,black,wisconsin, usa
628,23211,ford,flex,2019,clean vehicle,17025.0,black,michigan, usa
629,15500,kia,sorento,2017,clean vehicle,37668.0,red,connecticut, usa
630,18111,ford,fusion,2019,clean vehicle,15805.0,black,michigan, usa
631,21500,kia,sorento,2017,clean vehicle,43761.0,gray,connecticut, usa
632,25511,ford,mustang,2019,clean vehicle,11342.0,gray,michigan, usa
633,17700,chevrolet,equinox,2017,clean vehicle,35664.0,blue,wisconsin, usa
634,28000,chevrolet,cutaway,2017,clean vehicle,12780.0,white,illinois, usa
635,14000,chevrolet,door,2017,clean vehicle,38458.0,blue,wisconsin, usa
636,21700,chevrolet,door,2017,clean vehicle,34420.0,silver,wisconsin, usa
637,13500,chevrolet,door,2017,clean vehicle,46497.0,white,wisconsin, usa
638,35500,chevrolet,1500,2017,clean vehicle,21268.0,no_color,wisconsin, usa
639,29500,chevrolet,1500,2017,clean vehicle,31029.0,red,wisconsin, usa
640,25300,chevrolet,1500,2017,clean vehicle,40878.0,no_color,wisconsin, usa
641,21500,chevrolet,1500,2016,clean vehicle,20270.0,silver,new jersey, usa
642,25900,chevrolet,door,2016,clean vehicle,32984.0,blue,wisconsin, usa
643,35300,chevrolet,door,2016,clean vehicle,75506.0,black,wisconsin, usa
644,13500,chevrolet,door,2016,clean vehicle,39951.0,red,wisconsin, usa
645,62000,chevrolet,corvette,2016,clean vehicle,19403.0,white,illinois, usa
646,46000,chevrolet,corvette,2016,clean vehicle,4445.0,black,illinois, usa
647,9000,chevrolet,malibu,2016,clean vehicle,67527.0,gray,wisconsin, usa
648,25900,chevrolet,door,2016,clean vehicle,33588.0,white,wisconsin, usa
649,25800,chevrolet,door,2016,clean vehicle,10103.0,no_color,wisconsin, usa
650,17000,chevrolet,door,2016,clean vehicle,26474.0,gray,wisconsin, usa
651,12800,chevrolet,door,2016,clean vehicle,40253.0,white,wisconsin, usa
652,47400,chevrolet,3500,2016,clean vehicle,39624.0,red,wisconsin, usa
653,24400,chevrolet,door,2016,clean vehicle,48705.0,gray,wisconsin, usa
654,17100,chevrolet,trax,2016,clean vehicle,19659.0,white,wisconsin, usa
655,7400,chevrolet,door,2015,clean vehicle,91299.0,no_color,wisconsin, usa
656,33100,chevrolet,door,2015,clean vehicle,81614.0,gold,wisconsin, usa
657,22000,chevrolet,trax,2020,clean vehicle,179.0,gray,california, usa
658,35000,chevrolet,1500,2019,clean vehicle,5523.0,no_color,california, usa
659,16500,chevrolet,equinox,2019,clean vehicle,29841.0,silver,california, usa
660,35300,chevrolet,1500,2019,clean vehicle,8516.0,silver,california, usa
661,26900,chevrolet,traverse,2018,clean vehicle,42941.0,black,missouri, usa
662,11600,chevrolet,trax,2017,clean vehicle,27498.0,black,california, usa
663,28100,chevrolet,1500,2017,clean vehicle,31141.0,silver,california, usa
664,27700,chevrolet,1500,2017,clean vehicle,20784.0,white,california, usa
665,17700,chevrolet,passenger,2017,clean vehicle,52667.0,white,california, usa
666,16600,chevrolet,volt,2017,clean vehicle,26003.0,no_color,california, usa
667,63200,chevrolet,corvette,2016,clean vehicle,4266.0,red,california, usa
668,36800,chevrolet,door,2015,clean vehicle,32332.0,white,california, usa
669,19500,chevrolet,passenger,2018,clean vehicle,44333.0,white,texas, usa
670,38800,chevrolet,tahoe,2019,clean vehicle,36198.0,blue,oklahoma, usa
671,37500,chevrolet,tahoe,2019,clean vehicle,33331.0,silver,oklahoma, usa
672,35000,chevrolet,suburban,2019,clean vehicle,43082.0,gray,oklahoma, usa
673,31100,chevrolet,camaro,2019,clean vehicle,24561.0,gray,oklahoma, usa
674,22600,chevrolet,van,2019,clean vehicle,13485.0,white,oklahoma, usa
675,22400,chevrolet,van,2019,clean vehicle,15524.0,white,oklahoma, usa
676,22700,chevrolet,van,2019,clean vehicle,8996.0,white,oklahoma, usa
677,13700,chevrolet,malibu,2019,clean vehicle,47282.0,silver,oklahoma, usa
678,37100,chevrolet,suburban,2019,clean vehicle,34470.0,black,oklahoma, usa
679,18500,chevrolet,colorado,2018,clean vehicle,87264.0,green,oregon, usa
680,18300,chevrolet,2500,2017,clean vehicle,114344.0,white,oregon, usa
681,19000,chevrolet,2500,2017,clean vehicle,111635.0,white,oregon, usa
682,18500,chevrolet,1500,2017,clean vehicle,103955.0,white,oregon, usa
683,22500,chevrolet,door,2016,clean vehicle,66640.0,white,oregon, usa
684,14500,chevrolet,door,2014,clean vehicle,122018.0,white,oregon, usa
685,32800,chevrolet,tahoe,2018,clean vehicle,46915.0,gray,oklahoma, usa
686,12300,chevrolet,malibu,2018,clean vehicle,53599.0,black,oklahoma, usa
687,19600,chevrolet,1500,2018,clean vehicle,41672.0,gray,oklahoma, usa
688,13600,chevrolet,malibu,2018,clean vehicle,36047.0,white,oklahoma, usa
689,7200,chevrolet,spark,2018,clean vehicle,42561.0,red,oklahoma, usa
690,19900,chevrolet,1500,2018,clean vehicle,40345.0,white,oklahoma, usa
691,13000,chevrolet,malibu,2018,clean vehicle,41751.0,gray,oklahoma, usa
692,19700,chevrolet,door,2016,clean vehicle,27593.0,white,oklahoma, usa
693,9400,chevrolet,door,2017,clean vehicle,24009.0,blue,oklahoma, usa
694,23800,chevrolet,1500,2017,clean vehicle,85697.0,white,oklahoma, usa
695,17700,chevrolet,equinox,2019,clean vehicle,25223.0,white,new york, usa
696,17000,chevrolet,door,2015,clean vehicle,27927.0,white,oklahoma, usa
697,14000,chevrolet,door,2014,clean vehicle,135127.0,red,florida, usa
698,32100,chevrolet,2500,2018,clean vehicle,55532.0,white,pennsylvania, usa
699,33100,chevrolet,2500,2019,clean vehicle,72172.0,white,pennsylvania, usa
700,31600,chevrolet,2500,2018,clean vehicle,57751.0,white,pennsylvania, usa
701,5100,chevrolet,door,2013,clean vehicle,96314.0,gray,pennsylvania, usa
702,4100,chevrolet,door,2013,clean vehicle,89152.0,blue,pennsylvania, usa
703,7200,chevrolet,door,2014,clean vehicle,114660.0,silver,texas, usa
704,12800,chevrolet,1500,2014,clean vehicle,177322.0,white,texas, usa
705,46800,chevrolet,1500,2019,clean vehicle,36423.0,gray,nebraska, usa
706,21800,chevrolet,van,2019,clean vehicle,23759.0,white,missouri, usa
707,3000,chevrolet,door,2013,clean vehicle,120667.0,gray,texas, usa
708,22500,chevrolet,colorado,2017,clean vehicle,65344.0,red,indiana, usa
709,35300,chevrolet,suburban,2018,clean vehicle,51347.0,black,missouri, usa
710,16500,chevrolet,volt,2017,clean vehicle,52322.0,black,oklahoma, usa
711,33000,chevrolet,door,2017,clean vehicle,67620.0,black,missouri, usa
712,31500,chevrolet,1500,2017,clean vehicle,59965.0,black,missouri, usa
713,34500,chevrolet,1500,2017,clean vehicle,28739.0,silver,missouri, usa
714,8000,chevrolet,trax,2016,clean vehicle,77429.0,silver,west virginia, usa
715,25000,chevrolet,1500,2017,clean vehicle,20847.0,white,west virginia, usa
716,10700,chevrolet,trax,2016,clean vehicle,44280.0,red,west virginia, usa
717,13400,chevrolet,door,2016,clean vehicle,86031.0,silver,west virginia, usa
718,16500,chevrolet,equinox,2019,clean vehicle,7622.0,gold,west virginia, usa
719,34000,chevrolet,traverse,2019,clean vehicle,8067.0,white,west virginia, usa
720,14100,chevrolet,trax,2018,clean vehicle,16502.0,white,west virginia, usa
721,38600,chevrolet,1500,2019,clean vehicle,20681.0,black,west virginia, usa
722,9100,chevrolet,door,2016,clean vehicle,54655.0,blue,missouri, usa
723,8600,chevrolet,door,2016,clean vehicle,57825.0,blue,missouri, usa
724,22000,chevrolet,door,2016,clean vehicle,58856.0,white,oklahoma, usa
725,8900,chevrolet,colorado,2015,clean vehicle,85072.0,white,west virginia, usa
726,15500,chevrolet,door,2015,clean vehicle,79506.0,red,west virginia, usa
727,3300,chevrolet,door,2015,clean vehicle,85301.0,silver,west virginia, usa
728,29000,chevrolet,1500,2015,clean vehicle,69377.0,brown,missouri, usa
729,17300,chevrolet,equinox,2020,clean vehicle,15577.0,black,nevada, usa
730,30500,chevrolet,traverse,2020,clean vehicle,23470.0,silver,nevada, usa
731,25000,chevrolet,impala,2020,clean vehicle,18715.0,silver,nevada, usa
732,2800,chevrolet,cruze,2012,clean vehicle,61258.0,white,illinois, usa
733,3300,chevrolet,door,2012,clean vehicle,131791.0,no_color,illinois, usa
734,36400,chevrolet,suburban,2019,clean vehicle,35705.0,silver,nevada, usa
735,34800,chevrolet,suburban,2019,clean vehicle,48982.0,silver,nevada, usa
736,20700,chevrolet,ld,2019,clean vehicle,33745.0,white,nevada, usa
737,32200,chevrolet,suburban,2019,clean vehicle,42267.0,silver,nevada, usa
738,35300,chevrolet,tahoe,2019,clean vehicle,46863.0,black,nevada, usa
739,33500,chevrolet,suburban,2019,clean vehicle,36443.0,white,nevada, usa
740,13700,chevrolet,impala,2019,clean vehicle,14939.0,blue,nevada, usa
741,15900,chevrolet,malibu,2019,clean vehicle,22026.0,black,nevada, usa
742,33200,chevrolet,suburban,2019,clean vehicle,38278.0,black,nevada, usa
743,35500,chevrolet,suburban,2019,clean vehicle,46149.0,silver,nevada, usa
744,29800,chevrolet,suburban,2018,clean vehicle,48427.0,silver,nevada, usa
745,29800,chevrolet,suburban,2018,clean vehicle,48807.0,gray,nevada, usa
746,29500,chevrolet,suburban,2018,clean vehicle,52618.0,silver,nevada, usa
747,30300,chevrolet,suburban,2018,clean vehicle,46494.0,white,nevada, usa
748,24300,chevrolet,1500,2018,clean vehicle,56296.0,black,new york, usa
749,29800,chevrolet,suburban,2017,clean vehicle,33909.0,silver,nevada, usa
750,29800,chevrolet,suburban,2017,clean vehicle,33028.0,white,nevada, usa
751,27500,chevrolet,camaro,2016,clean vehicle,44653.0,white,nevada, usa
752,10800,chevrolet,door,2017,clean vehicle,80516.0,gray,new jersey, usa
753,11500,chevrolet,van,2017,clean vehicle,105151.0,white,new jersey, usa
754,10400,chevrolet,van,2017,clean vehicle,78368.0,white,new jersey, usa
755,11400,chevrolet,equinox,2018,clean vehicle,78956.0,white,florida, usa
756,11400,chevrolet,equinox,2018,clean vehicle,88564.0,white,florida, usa
757,8000,chevrolet,door,2015,clean vehicle,78800.0,white,nevada, usa
758,3000,chevrolet,door,2012,clean vehicle,111856.0,white,california, usa
759,25000,chevrolet,door,2015,clean vehicle,80946.0,black,nevada, usa
760,12300,chevrolet,traverse,2017,clean vehicle,83168.0,gray,new york, usa
761,14100,chevrolet,traverse,2017,clean vehicle,58606.0,white,new york, usa
762,9000,chevrolet,van,2014,clean vehicle,82020.0,white,nevada, usa
763,4200,chevrolet,door,2014,clean vehicle,102500.0,black,nevada, usa
764,22500,chevrolet,van,2019,clean vehicle,8150.0,white,texas, usa
765,22600,chevrolet,van,2019,clean vehicle,6159.0,white,texas, usa
766,22600,chevrolet,van,2019,clean vehicle,5938.0,white,texas, usa
767,22500,chevrolet,van,2019,clean vehicle,9019.0,white,texas, usa
768,10200,chevrolet,malibu,2018,clean vehicle,45836.0,white,texas, usa
769,42700,chevrolet,3500,2016,clean vehicle,60215.0,white,texas, usa
770,21200,chevrolet,tahoe,2015,clean vehicle,125507.0,white,texas, usa
771,22700,chevrolet,door,2016,clean vehicle,90944.0,white,texas, usa
772,22000,chevrolet,tahoe,2015,clean vehicle,82785.0,gray,texas, usa
773,9600,chevrolet,1500,2014,clean vehicle,150525.0,white,texas, usa
774,10500,chevrolet,door,2013,clean vehicle,112267.0,silver,texas, usa
775,6700,chevrolet,door,2013,clean vehicle,139394.0,white,texas, usa
776,14200,chevrolet,door,2013,clean vehicle,82543.0,black,texas, usa
777,15500,chevrolet,equinox,2019,clean vehicle,13532.0,white,florida, usa
778,35100,chevrolet,1500,2018,clean vehicle,14751.0,blue,kansas, usa
779,26300,chevrolet,camaro,2018,clean vehicle,11150.0,gray,kansas, usa
780,15700,chevrolet,colorado,2016,clean vehicle,91248.0,white,new jersey, usa
781,17600,chevrolet,1500,2016,clean vehicle,65336.0,white,new jersey, usa
782,18600,chevrolet,1500,2016,clean vehicle,48974.0,white,new jersey, usa
783,19100,chevrolet,1500,2016,clean vehicle,40011.0,white,new jersey, usa
784,15200,chevrolet,equinox,2019,clean vehicle,37444.0,black,north carolina, usa
785,16100,chevrolet,equinox,2019,clean vehicle,43199.0,white,north carolina, usa
786,14800,chevrolet,equinox,2019,clean vehicle,43589.0,charcoal,north carolina, usa
787,16700,chevrolet,equinox,2019,clean vehicle,32870.0,charcoal,north carolina, usa
788,15300,chevrolet,equinox,2019,clean vehicle,38826.0,charcoal,north carolina, usa
789,16500,chevrolet,equinox,2019,clean vehicle,33739.0,charcoal,north carolina, usa
790,19600,chevrolet,passenger,2019,clean vehicle,35309.0,white,north carolina, usa
791,15200,chevrolet,impala,2019,clean vehicle,32248.0,red,north carolina, usa
792,15000,chevrolet,impala,2019,clean vehicle,36165.0,silver,north carolina, usa
793,15500,chevrolet,impala,2019,clean vehicle,29922.0,charcoal,north carolina, usa
794,15700,chevrolet,impala,2019,clean vehicle,26848.0,silver,north carolina, usa
795,14800,chevrolet,impala,2019,clean vehicle,41163.0,charcoal,north carolina, usa
796,9200,chevrolet,cruze,2017,clean vehicle,32856.0,red,north carolina, usa
